"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"10/09/2014","5.388","5.350","5.425","5.300","3,37M","-0,68%"
"11/09/2014","5.325","5.362","5.438","5.325","2,61M","-1,17%"
"12/09/2014","5.638","5.362","5.700","5.362","13,53M","5,88%"
"15/09/2014","5.625","5.638","5.638","5.512","3,51M","-0,23%"
"16/09/2014","5.488","5.650","5.650","5.488","7,34M","-2,44%"
"17/09/2014","5.600","5.575","5.612","5.525","3,87M","2,04%"
"18/09/2014","5.612","5.650","5.650","5.525","2,28M","0,21%"
"19/09/2014","5.650","5.638","5.700","5.625","8,23M","0,68%"
"22/09/2014","5.600","5.688","5.688","5.575","2,25M","-0,88%"
"23/09/2014","5.412","5.575","5.575","5.412","7,55M","-3,36%"
"24/09/2014","5.500","5.412","5.638","5.412","3,42M","1,63%"
"25/09/2014","5.575","5.650","5.650","5.512","1,00M","1,36%"
"26/09/2014","5.650","5.425","5.650","5.425","9,51M","1,35%"
"29/09/2014","5.675","5.650","5.675","5.525","2,49M","0,44%"
"30/09/2014","5.675","5.575","5.700","5.538","3,07M","0,00%"
"01/10/2014","5.600","5.675","5.675","5.550","1,21M","-1,32%"
"02/10/2014","5.375","5.538","5.588","5.350","5,09M","-4,02%"
"03/10/2014","5.475","5.500","5.500","5.375","4,47M","1,86%"
"06/10/2014","5.462","5.600","5.600","5.400","954,20K","-0,24%"
"07/10/2014","5.425","5.462","5.562","5.250","4,13M","-0,68%"
"08/10/2014","5.300","5.425","5.488","5.300","2,37M","-2,30%"
"09/10/2014","5.538","5.362","5.538","5.362","3,28M","4,49%"
"10/10/2014","5.550","5.475","5.575","5.412","3,42M","0,22%"
"13/10/2014","5.512","5.512","5.525","5.475","2,30M","-0,68%"
"14/10/2014","5.512","5.500","5.562","5.500","4,71M","0,00%"
"15/10/2014","5.700","5.600","5.712","5.525","8,94M","3,41%"
"16/10/2014","5.662","5.575","5.712","5.525","7,75M","-0,67%"
"17/10/2014","5.700","5.662","5.788","5.600","16,64M","0,67%"
"20/10/2014","5.500","5.725","5.750","5.500","4,00M","-3,51%"
"21/10/2014","5.662","5.600","5.675","5.538","1,27M","2,95%"
"22/10/2014","5.588","5.688","5.700","5.588","2,81M","-1,31%"
"23/10/2014","5.688","5.650","5.712","5.600","5,30M","1,79%"
"24/10/2014","5.700","5.688","5.725","5.675","2,41M","0,21%"
"27/10/2014","5.550","5.700","5.700","5.400","10,55M","-2,63%"
"28/10/2014","5.450","5.500","5.550","5.425","5,31M","-1,80%"
"29/10/2014","5.525","5.500","5.550","5.475","5,27M","1,38%"
"30/10/2014","5.500","5.500","5.550","5.488","3,94M","-0,45%"
"31/10/2014","5.525","5.500","5.612","5.262","13,81M","0,45%"
"03/11/2014","5.500","5.525","5.538","5.475","3,57M","-0,45%"
"04/11/2014","5.450","5.500","5.500","5.438","5,22M","-0,91%"
"05/11/2014","5.425","5.425","5.500","5.412","3,66M","-0,46%"
"06/11/2014","5.400","5.412","5.475","5.400","3,25M","-0,46%"
"07/11/2014","5.500","5.400","5.538","5.400","3,95M","1,85%"
"10/11/2014","5.525","5.538","5.538","5.450","1,70M","0,45%"
"11/11/2014","5.588","5.525","5.588","5.512","2,82M","1,14%"
"12/11/2014","5.588","5.562","5.600","5.550","1,04M","0,00%"
"13/11/2014","5.625","5.588","5.638","5.525","1,80M","0,66%"
"14/11/2014","5.512","5.625","5.638","5.500","2,04M","-2,01%"
"17/11/2014","5.512","5.512","5.600","5.512","2,74M","0,00%"
"18/11/2014","5.500","5.538","5.550","5.488","8,33M","-0,22%"
"19/11/2014","5.575","5.525","5.588","5.500","3,87M","1,36%"
"20/11/2014","5.612","5.562","5.638","5.550","4,30M","0,66%"
"21/11/2014","5.538","5.550","5.562","5.525","2,21M","-1,32%"
"24/11/2014","5.688","5.588","5.688","5.575","3,36M","2,71%"
"25/11/2014","5.725","5.700","5.725","5.662","3,38M","0,65%"
"26/11/2014","5.700","5.712","5.712","5.600","3,48M","-0,44%"
"27/11/2014","5.688","5.650","5.688","5.638","3,14M","-0,21%"
"28/11/2014","5.625","5.700","5.712","5.600","1,89M","-1,11%"
"01/12/2014","5.700","5.625","5.700","5.612","5,62M","1,33%"
"02/12/2014","5.700","5.700","5.725","5.575","4,81M","0,00%"
"03/12/2014","5.700","5.725","5.725","5.675","1,48M","0,00%"
"04/12/2014","5.800","5.725","5.912","5.700","6,93M","1,75%"
"05/12/2014","5.875","5.750","5.912","5.750","8,86M","1,29%"
"08/12/2014","5.800","5.925","5.938","5.775","6,29M","-1,28%"
"09/12/2014","5.925","5.788","5.925","5.712","5,49M","2,16%"
"10/12/2014","5.900","5.925","5.925","5.862","3,38M","-0,42%"
"11/12/2014","5.750","5.900","5.912","5.750","2,46M","-2,54%"
"12/12/2014","5.850","5.825","5.900","5.738","2,36M","1,74%"
"15/12/2014","5.900","5.750","5.900","5.750","4,69M","0,85%"
"16/12/2014","5.750","5.825","5.900","5.725","9,41M","-2,54%"
"17/12/2014","5.888","5.850","5.912","5.788","3,63M","2,40%"
"18/12/2014","6.000","5.912","6.100","5.900","11,38M","1,90%"
"19/12/2014","6.162","6.075","6.300","6.075","7,04M","2,70%"
"22/12/2014","6.138","6.162","6.250","6.138","4,40M","-0,39%"
"23/12/2014","6.138","6.188","6.200","6.112","1,82M","0,00%"
"24/12/2014","6.200","6.150","6.250","6.150","1,79M","1,01%"
"29/12/2014","6.250","6.200","6.275","6.200","1,15M","0,81%"
"30/12/2014","6.550","6.262","6.700","6.238","5,24M","4,80%"
"02/01/2015","6.575","6.550","6.688","6.550","4,69M","0,38%"
"05/01/2015","6.575","6.550","6.600","6.300","6,03M","0,00%"
"06/01/2015","6.425","6.450","6.462","6.375","4,25M","-2,28%"
"07/01/2015","6.500","6.438","6.525","6.438","1,93M","1,17%"
"08/01/2015","6.500","6.450","6.550","6.450","3,29M","0,00%"
"09/01/2015","6.475","6.462","6.512","6.462","2,99M","-0,38%"
"12/01/2015","6.250","6.525","6.538","6.225","4,79M","-3,47%"
"13/01/2015","6.362","6.250","6.438","6.250","3,55M","1,79%"
"14/01/2015","6.350","6.362","6.400","6.325","4,58M","-0,19%"
"15/01/2015","6.400","6.375","6.400","6.325","2,84M","0,79%"
"16/01/2015","6.362","6.400","6.412","6.338","1,82M","-0,59%"
"19/01/2015","6.538","6.350","6.550","6.350","3,03M","2,77%"
"20/01/2015","6.700","6.588","6.725","6.500","6,92M","2,48%"
"21/01/2015","7.250","6.712","8.025","6.700","13,30M","8,21%"
"22/01/2015","7.338","7.250","7.400","7.250","13,33M","1,21%"
"23/01/2015","7.400","7.375","7.438","6.900","25,13M","0,84%"
"26/01/2015","7.050","7.175","7.362","6.975","11,64M","-4,73%"
"27/01/2015","7.388","7.088","7.400","7.088","4,79M","4,79%"
"28/01/2015","7.350","7.262","7.500","7.250","4,08M","-0,51%"
"29/01/2015","7.350","7.250","7.362","7.238","2,92M","0,00%"
"30/01/2015","7.250","7.275","7.325","7.125","6,92M","-1,36%"
"02/02/2015","7.150","7.050","7.250","7.025","2,94M","-1,38%"
"03/02/2015","7.150","7.188","7.238","7.075","3,66M","0,00%"
"04/02/2015","7.050","7.250","7.250","7.050","4,62M","-1,40%"
"05/02/2015","7.038","7.125","7.138","6.950","4,22M","-0,17%"
"06/02/2015","7.200","7.125","7.325","7.025","4,21M","2,30%"
"09/02/2015","7.262","7.075","7.312","7.075","1,36M","0,86%"
"10/02/2015","7.088","7.275","7.275","7.075","5,70M","-2,40%"
"11/02/2015","7.038","7.088","7.150","7.000","4,38M","-0,71%"
"12/02/2015","7.112","7.038","7.112","7.025","1,63M","1,05%"
"13/02/2015","7.112","7.125","7.125","7.050","2,10M","0,00%"
"16/02/2015","7.188","7.125","7.200","7.125","1,36M","1,07%"
"17/02/2015","7.100","7.212","7.225","7.038","2,74M","-1,22%"
"18/02/2015","7.150","7.100","7.162","7.025","7,74M","0,70%"
"20/02/2015","7.100","7.050","7.125","7.050","3,12M","-0,70%"
"23/02/2015","7.025","7.162","7.162","7.000","13,26M","-1,06%"
"24/02/2015","7.012","7.025","7.038","6.988","8,35M","-0,19%"
"25/02/2015","7.025","7.088","7.088","7.012","3,04M","0,19%"
"26/02/2015","7.112","7.012","7.112","6.962","4,74M","1,24%"
"27/02/2015","7.150","7.112","7.150","7.088","7,13M","0,53%"
"02/03/2015","7.162","7.125","7.212","7.100","5,14M","0,17%"
"03/03/2015","7.362","7.200","7.388","7.200","15,33M","2,79%"
"04/03/2015","7.275","7.362","7.488","7.162","13,45M","-1,18%"
"05/03/2015","7.188","7.250","7.350","7.188","3,67M","-1,20%"
"06/03/2015","7.262","7.200","7.288","7.200","3,56M","1,03%"
"09/03/2015","7.112","7.225","7.250","7.112","6,21M","-2,07%"
"10/03/2015","7.250","7.112","7.300","7.100","7,74M","1,94%"
"11/03/2015","7.150","7.162","7.325","7.112","5,80M","-1,38%"
"12/03/2015","7.300","7.162","7.325","7.162","7,68M","2,10%"
"13/03/2015","7.312","7.375","7.375","7.262","4,16M","0,16%"
"16/03/2015","7.500","7.312","7.750","7.262","6,77M","2,57%"
"17/03/2015","7.450","7.700","7.700","7.438","5,03M","-0,67%"
"18/03/2015","7.450","7.400","7.450","7.375","6,18M","0,00%"
"19/03/2015","7.425","7.500","7.588","7.425","2,78M","-0,34%"
"20/03/2015","7.550","7.400","7.588","7.350","4,77M","1,68%"
"23/03/2015","7.400","7.550","7.562","7.375","5,19M","-1,99%"
"24/03/2015","7.350","7.400","7.412","7.275","7,89M","-0,68%"
"25/03/2015","7.175","7.312","7.312","7.125","8,97M","-2,38%"
"26/03/2015","7.088","7.175","7.188","7.088","11,09M","-1,21%"
"27/03/2015","7.050","7.050","7.138","7.012","11,06M","-0,54%"
"30/03/2015","7.100","7.138","7.188","7.088","5,02M","0,71%"
"31/03/2015","7.338","7.175","7.412","7.150","12,03M","3,35%"
"01/04/2015","7.200","7.338","7.350","7.188","2,30M","-1,88%"
"02/04/2015","7.162","7.238","7.275","7.150","7,69M","-0,53%"
"06/04/2015","7.162","7.150","7.200","7.150","4,33M","0,00%"
"07/04/2015","7.175","7.200","7.225","7.162","4,13M","0,18%"
"08/04/2015","7.250","7.150","7.300","7.100","7,20M","1,05%"
"09/04/2015","7.238","7.212","7.262","7.200","4,50M","-0,17%"
"10/04/2015","7.125","7.238","7.275","7.075","7,98M","-1,56%"
"13/04/2015","7.100","7.100","7.112","7.062","13,30M","-0,35%"
"14/04/2015","7.075","7.100","7.100","7.038","13,05M","-0,35%"
"15/04/2015","7.088","7.075","7.100","7.062","3,32M","0,18%"
"16/04/2015","7.200","7.150","7.200","7.075","3,72M","1,58%"
"17/04/2015","7.175","7.150","7.175","7.138","3,14M","-0,35%"
"20/04/2015","7.100","7.175","7.175","7.075","2,76M","-1,05%"
"21/04/2015","7.150","7.075","7.150","7.075","3,52M","0,70%"
"22/04/2015","7.125","7.125","7.125","7.062","4,98M","-0,35%"
"23/04/2015","7.050","7.088","7.125","7.038","4,60M","-1,05%"
"24/04/2015","7.050","7.012","7.075","7.012","7,60M","0,00%"
"27/04/2015","6.900","7.075","7.075","6.900","7,52M","-2,13%"
"28/04/2015","6.550","6.825","6.825","6.500","28,93M","-5,07%"
"29/04/2015","6.325","6.525","6.525","6.275","25,62M","-3,44%"
"30/04/2015","6.600","6.250","6.775","6.150","13,96M","4,35%"
"04/05/2015","6.800","6.750","6.850","6.650","7,95M","3,03%"
"05/05/2015","6.862","6.800","6.900","6.750","3,95M","0,91%"
"06/05/2015","6.838","6.800","6.888","6.762","8,10M","-0,35%"
"07/05/2015","6.950","6.838","7.000","6.812","4,35M","1,64%"
"08/05/2015","6.888","6.950","6.975","6.812","3,32M","-0,89%"
"11/05/2015","6.862","7.000","7.000","6.825","4,02M","-0,38%"
"12/05/2015","6.838","6.850","6.862","6.788","11,03M","-0,35%"
"13/05/2015","6.812","6.838","6.875","6.812","6,47M","-0,38%"
"15/05/2015","6.800","6.812","6.838","6.700","6,48M","-0,18%"
"18/05/2015","6.875","6.838","6.888","6.800","4,19M","1,10%"
"19/05/2015","6.850","6.825","6.862","6.788","4,48M","-0,36%"
"20/05/2015","7.000","6.875","7.000","6.850","5,53M","2,19%"
"21/05/2015","6.900","7.000","7.000","6.812","6,10M","-1,43%"
"22/05/2015","6.962","6.912","7.000","6.912","2,67M","0,90%"
"25/05/2015","6.988","6.975","7.025","6.900","1,54M","0,37%"
"26/05/2015","7.062","7.000","7.075","6.988","8,90M","1,06%"
"27/05/2015","7.100","7.025","7.100","7.025","3,83M","0,54%"
"28/05/2015","7.075","7.112","7.112","7.000","3,68M","-0,35%"
"29/05/2015","7.050","7.000","7.100","7.000","11,49M","-0,35%"
"01/06/2015","7.050","7.050","7.100","7.012","2,91M","0,00%"
"03/06/2015","6.875","7.100","7.100","6.825","5,36M","-2,48%"
"04/06/2015","6.838","6.875","6.900","6.825","2,94M","-0,54%"
"05/06/2015","6.725","6.700","6.825","6.700","2,78M","-1,65%"
"08/06/2015","6.488","6.688","6.700","6.400","2,36M","-3,52%"
"09/06/2015","6.450","6.475","6.525","6.325","6,13M","-0,59%"
"10/06/2015","6.588","6.438","6.700","6.438","2,99M","2,14%"
"11/06/2015","6.700","6.675","6.775","6.600","2,76M","1,70%"
"12/06/2015","6.675","6.625","6.762","6.625","1,49M","-0,37%"
"15/06/2015","6.350","6.688","6.688","6.350","2,40M","-4,87%"
"16/06/2015","6.350","6.425","6.650","6.350","2,16M","0,00%"
"17/06/2015","6.450","6.438","6.475","6.375","5,25M","1,57%"
"18/06/2015","6.575","6.450","6.575","6.450","1,99M","1,94%"
"19/06/2015","6.475","6.575","6.650","6.450","4,05M","-1,52%"
"22/06/2015","6.488","6.475","6.525","6.438","859,40K","0,20%"
"23/06/2015","6.450","6.538","6.625","6.450","2,53M","-0,59%"
"24/06/2015","6.425","6.500","6.525","6.400","1,68M","-0,39%"
"25/06/2015","6.400","6.412","6.462","6.388","3,10M","-0,39%"
"26/06/2015","6.300","6.400","6.412","6.275","2,15M","-1,56%"
"29/06/2015","6.025","6.150","6.225","6.025","5,61M","-4,37%"
"30/06/2015","6.238","6.100","6.238","6.025","6,65M","3,54%"
"01/07/2015","6.175","6.262","6.275","6.175","3,48M","-1,01%"
"02/07/2015","6.175","6.175","6.275","6.162","5,40M","0,00%"
"03/07/2015","6.288","6.150","6.288","6.150","2,14M","1,83%"
"06/07/2015","6.138","6.225","6.250","6.125","1,84M","-2,39%"
"07/07/2015","6.050","6.075","6.175","6.025","4,96M","-1,43%"
"08/07/2015","6.075","6.175","6.175","6.025","2,70M","0,41%"
"09/07/2015","5.925","6.000","6.050","5.900","4,21M","-2,47%"
"10/07/2015","6.062","5.975","6.100","5.962","2,20M","2,31%"
"13/07/2015","6.250","6.062","6.250","6.062","4,33M","3,10%"
"14/07/2015","6.250","6.350","6.375","6.075","3,53M","0,00%"
"15/07/2015","6.275","6.325","6.325","6.175","1,73M","0,40%"
"22/07/2015","6.525","6.275","6.525","6.100","3,90M","3,98%"
"23/07/2015","6.238","6.500","6.512","6.238","5,16M","-4,40%"
"24/07/2015","6.212","6.200","6.238","6.150","3,67M","-0,42%"
"27/07/2015","6.100","6.188","6.262","6.100","3,16M","-1,80%"
"28/07/2015","6.025","6.012","6.100","5.950","3,57M","-1,23%"
"29/07/2015","6.012","6.062","6.150","5.988","1,97M","-0,22%"
"30/07/2015","6.000","5.962","6.100","5.962","3,58M","-0,20%"
"31/07/2015","6.150","6.250","6.300","6.100","10,97M","2,50%"
"03/08/2015","6.325","6.275","6.325","6.225","6,09M","2,85%"
"04/08/2015","6.300","6.325","6.350","6.262","2,14M","-0,40%"
"05/08/2015","6.338","6.250","6.338","6.250","1,73M","0,60%"
"06/08/2015","6.362","6.362","6.375","6.325","2,28M","0,38%"
"07/08/2015","6.362","6.362","6.375","6.288","3,33M","0,00%"
"10/08/2015","6.375","6.362","6.400","6.312","2,56M","0,20%"
"11/08/2015","6.288","6.400","6.412","6.250","2,20M","-1,36%"
"12/08/2015","6.150","6.288","6.288","6.100","3,76M","-2,19%"
"13/08/2015","6.125","6.050","6.175","6.050","8,59M","-0,41%"
"14/08/2015","6.250","6.112","6.262","6.100","2,68M","2,04%"
"18/08/2015","6.250","6.238","6.325","6.200","2,09M","0,00%"
"19/08/2015","6.338","6.288","6.375","6.250","1,82M","1,41%"
"20/08/2015","6.238","6.400","6.400","6.150","1,44M","-1,58%"
"21/08/2015","6.225","6.238","6.350","6.175","3,63M","-0,21%"
"24/08/2015","6.325","6.100","6.338","5.775","7,97M","1,61%"
"25/08/2015","6.200","6.300","6.500","6.000","8,14M","-1,98%"
"26/08/2015","6.188","6.050","6.225","6.012","4,23M","-0,19%"
"27/08/2015","6.338","6.200","6.362","6.200","8,49M","2,42%"
"28/08/2015","6.150","6.362","6.375","6.100","5,61M","-2,97%"
"31/08/2015","6.375","6.150","6.375","6.150","4,33M","3,66%"
"01/09/2015","6.175","6.250","6.300","6.175","4,07M","-3,14%"
"02/09/2015","6.138","6.075","6.162","6.075","3,83M","-0,60%"
"03/09/2015","6.100","6.162","6.188","6.075","1,80M","-0,62%"
"04/09/2015","6.075","6.100","6.162","6.075","1,40M","-0,41%"
"07/09/2015","6.062","6.138","6.138","6.050","2,35M","-0,21%"
"08/09/2015","6.062","6.000","6.125","5.988","3,44M","0,00%"
"09/09/2015","6.062","6.112","6.125","6.038","3,51M","0,00%"
"10/09/2015","6.075","6.088","6.112","6.025","1,55M","0,21%"
"11/09/2015","6.050","6.000","6.100","6.000","1,42M","-0,41%"
"14/09/2015","6.050","6.125","6.125","6.025","2,66M","0,00%"
"15/09/2015","6.112","6.025","6.112","6.025","1,27M","1,02%"
"16/09/2015","6.238","6.112","6.238","6.075","2,64M","2,06%"
"17/09/2015","6.525","6.238","6.588","6.238","5,75M","4,60%"
"18/09/2015","6.475","6.525","6.525","6.262","4,35M","-0,77%"
"21/09/2015","6.262","6.475","6.525","6.250","2,51M","-3,29%"
"22/09/2015","6.125","6.300","6.362","6.125","2,81M","-2,19%"
"23/09/2015","5.875","6.075","6.075","5.875","5,85M","-4,08%"
"25/09/2015","5.812","5.875","5.950","5.812","3,61M","-1,07%"
"28/09/2015","5.625","5.800","5.862","5.600","2,52M","-3,22%"
"29/09/2015","6.150","5.575","6.150","5.450","5,61M","9,33%"
"30/09/2015","6.200","6.175","6.225","5.950","4,49M","0,81%"
"01/10/2015","6.288","6.138","6.350","6.062","1,72M","1,42%"
"02/10/2015","6.025","6.175","6.250","6.025","3,00M","-4,18%"
"05/10/2015","6.138","6.050","6.175","6.050","6,94M","1,88%"
"06/10/2015","6.488","6.150","6.488","6.138","6,56M","5,70%"
"07/10/2015","6.288","6.300","6.462","6.212","6,37M","-3,08%"
"08/10/2015","6.175","6.350","6.425","6.175","3,33M","-1,80%"
"09/10/2015","6.538","6.400","6.700","6.325","11,43M","5,88%"
"12/10/2015","6.562","6.538","6.662","6.538","6,98M","0,37%"
"13/10/2015","6.375","6.438","6.525","6.312","4,48M","-2,85%"
"15/10/2015","6.600","6.250","6.700","6.250","8,03M","3,53%"
"16/10/2015","6.600","6.725","6.788","6.575","2,35M","0,00%"
"19/10/2015","6.662","6.725","6.738","6.625","2,25M","0,94%"
"20/10/2015","6.662","6.700","6.700","6.538","2,00M","0,00%"
"21/10/2015","6.550","6.575","6.675","6.550","1,53M","-1,68%"
"22/10/2015","6.650","6.550","6.688","6.550","2,77M","1,53%"
"23/10/2015","6.788","6.850","6.850","6.738","5,46M","2,08%"
"26/10/2015","6.850","6.700","6.900","6.700","3,01M","0,91%"
"27/10/2015","6.850","6.750","6.850","6.588","4,72M","0,00%"
"28/10/2015","6.675","6.875","6.875","6.612","2,25M","-2,55%"
"29/10/2015","6.662","6.612","6.712","6.450","4,99M","-0,19%"
"30/10/2015","6.600","6.700","6.700","6.575","4,18M","-0,93%"
"02/11/2015","6.562","6.550","6.562","6.488","5,51M","-0,58%"
"03/11/2015","6.562","6.600","6.750","6.550","4,66M","0,00%"
"04/11/2015","6.638","6.650","6.650","6.575","4,26M","1,16%"
"05/11/2015","6.538","6.525","6.638","6.500","6,70M","-1,51%"
"06/11/2015","6.500","6.550","6.562","6.500","3,30M","-0,58%"
"09/11/2015","6.450","6.475","6.475","6.400","5,83M","-0,77%"
"10/11/2015","6.262","6.375","6.400","6.262","6,73M","-2,91%"
"11/11/2015","6.262","6.262","6.312","6.250","3,91M","0,00%"
"12/11/2015","6.250","6.250","6.375","6.250","4,34M","-0,19%"
"13/11/2015","6.200","6.162","6.238","6.075","5,16M","-0,80%"
"16/11/2015","6.175","6.075","6.188","5.962","2,10M","-0,40%"
"17/11/2015","6.300","6.275","6.350","6.238","4,83M","2,02%"
"18/11/2015","6.375","6.400","6.412","6.312","3,75M","1,19%"
"19/11/2015","6.312","6.450","6.450","6.262","2,95M","-0,99%"
"20/11/2015","6.450","6.312","6.450","6.275","3,81M","2,19%"
"23/11/2015","6.400","6.438","6.475","6.350","1,11M","-0,78%"
"24/11/2015","6.325","6.400","6.400","6.275","2,69M","-1,17%"
"25/11/2015","6.300","6.325","6.350","6.262","2,00M","-0,40%"
"26/11/2015","6.288","6.250","6.388","6.200","3,66M","-0,19%"
"27/11/2015","6.288","6.275","6.338","6.200","1,93M","0,00%"
"30/11/2015","6.312","6.150","6.325","6.150","7,06M","0,38%"
"01/12/2015","6.500","6.350","6.500","6.350","4,67M","2,98%"
"02/12/2015","6.488","6.550","6.562","6.338","5,53M","-0,18%"
"03/12/2015","6.338","6.400","6.450","6.338","1,51M","-2,31%"
"04/12/2015","6.250","6.275","6.362","6.250","1,97M","-1,39%"
"07/12/2015","6.225","6.375","6.375","6.162","4,43M","-0,40%"
"08/12/2015","6.088","6.150","6.212","6.075","3,79M","-2,20%"
"10/12/2015","5.975","6.112","6.138","5.875","2,34M","-1,86%"
"11/12/2015","5.775","6.050","6.050","5.762","4,53M","-3,35%"
"14/12/2015","5.862","5.675","5.888","5.662","3,85M","1,51%"
"15/12/2015","6.075","5.912","6.075","5.875","3,67M","3,63%"
"16/12/2015","6.250","6.125","6.312","6.100","6,95M","2,88%"
"17/12/2015","6.350","6.450","6.450","6.250","3,94M","1,60%"
"18/12/2015","6.200","6.250","6.262","6.150","2,98M","-2,36%"
"21/12/2015","6.388","6.100","6.388","6.100","2,51M","3,03%"
"22/12/2015","6.488","6.400","6.488","6.325","4,40M","1,57%"
"23/12/2015","6.525","6.512","6.525","6.412","1,80M","0,57%"
"28/12/2015","6.500","6.525","6.550","6.388","2,19M","-0,38%"
"29/12/2015","6.575","6.425","6.588","6.425","1,38M","1,15%"
"30/12/2015","6.738","6.550","6.800","6.550","5,57M","2,48%"
"04/01/2016","6.600","6.575","6.750","6.575","5,16M","-2,05%"
"05/01/2016","6.500","6.600","6.700","6.425","5,10M","-1,52%"
"06/01/2016","6.938","6.500","6.962","6.500","5,50M","6,74%"
"07/01/2016","6.938","6.875","6.975","6.838","7,83M","0,00%"
"08/01/2016","7.038","6.900","7.038","6.888","4,28M","1,44%"
"11/01/2016","6.975","7.038","7.038","6.888","2,24M","-0,90%"
"12/01/2016","7.025","7.038","7.075","6.962","4,83M","0,72%"
"13/01/2016","6.988","7.025","7.062","6.888","3,55M","-0,53%"
"14/01/2016","6.950","6.900","6.988","6.700","4,37M","-0,54%"
"15/01/2016","7.038","7.000","7.050","6.950","5,24M","1,27%"
"18/01/2016","7.038","6.900","7.075","6.875","6,15M","0,00%"
"19/01/2016","7.150","7.100","7.150","6.988","3,98M","1,59%"
"20/01/2016","7.212","7.100","7.212","7.100","5,98M","0,87%"
"21/01/2016","7.288","7.225","7.300","7.150","6,19M","1,05%"
"22/01/2016","7.325","7.288","7.325","7.238","6,24M","0,51%"
"25/01/2016","7.150","7.325","7.350","7.112","5,82M","-2,39%"
"26/01/2016","7.350","7.050","7.350","7.000","5,48M","2,80%"
"27/01/2016","7.450","7.175","7.450","7.175","3,81M","1,36%"
"28/01/2016","7.425","7.425","7.438","7.338","4,81M","-0,34%"
"29/01/2016","7.225","7.438","7.438","7.088","9,04M","-2,69%"
"01/02/2016","7.238","7.225","7.262","7.100","4,37M","0,18%"
"02/02/2016","7.200","7.150","7.300","7.150","3,01M","-0,53%"
"03/02/2016","7.625","7.200","7.625","7.188","8,43M","5,90%"
"04/02/2016","7.725","7.500","7.750","7.475","7,27M","1,31%"
"05/02/2016","8.300","7.725","8.300","7.725","17,91M","7,44%"
"09/02/2016","7.925","8.250","8.250","7.900","3,76M","-4,52%"
"10/02/2016","7.675","7.850","7.962","7.600","7,36M","-3,15%"
"11/02/2016","7.525","7.625","7.875","7.500","10,42M","-1,95%"
"12/02/2016","7.362","7.500","7.525","7.262","10,61M","-2,17%"
"15/02/2016","7.600","7.500","7.650","7.500","10,99M","3,23%"
"16/02/2016","7.688","7.625","7.725","7.600","6,73M","1,16%"
"17/02/2016","7.762","7.738","7.775","7.688","5,12M","0,96%"
"18/02/2016","7.625","7.850","7.875","7.450","12,65M","-1,77%"
"19/02/2016","7.550","7.500","7.625","7.450","10,27M","-0,98%"
"22/02/2016","7.700","7.600","7.738","7.488","4,10M","1,99%"
"23/02/2016","7.638","7.700","7.725","7.550","5,41M","-0,81%"
"24/02/2016","7.450","7.600","7.600","7.375","8,05M","-2,46%"
"25/02/2016","7.400","7.525","7.525","7.288","4,90M","-0,67%"
"26/02/2016","7.562","7.500","7.600","7.450","3,90M","2,19%"
"29/02/2016","7.875","7.562","7.975","7.425","15,93M","4,14%"
"01/03/2016","7.825","7.875","7.925","7.800","3,01M","-0,63%"
"02/03/2016","7.925","7.925","8.075","7.875","9,79M","1,28%"
"03/03/2016","7.988","7.925","7.988","7.825","6,29M","0,79%"
"04/03/2016","7.962","7.862","7.962","7.712","2,89M","-0,33%"
"07/03/2016","7.750","7.988","7.988","7.700","3,17M","-2,66%"
"08/03/2016","7.750","7.750","7.838","7.700","4,14M","0,00%"
"10/03/2016","7.638","7.812","7.812","7.588","6,90M","-1,45%"
"11/03/2016","7.700","7.638","7.750","7.612","5,01M","0,81%"
"14/03/2016","7.838","7.788","7.875","7.762","7,48M","1,79%"
"15/03/2016","7.812","7.875","7.900","7.762","4,51M","-0,33%"
"16/03/2016","7.700","7.800","7.800","7.625","4,01M","-1,43%"
"17/03/2016","7.812","7.900","7.900","7.750","4,90M","1,45%"
"18/03/2016","7.888","7.900","7.900","7.762","7,40M","0,97%"
"21/03/2016","7.875","7.750","7.912","7.750","2,58M","-0,16%"
"22/03/2016","7.712","7.800","7.875","7.625","6,31M","-2,07%"
"23/03/2016","7.650","7.712","7.712","7.575","2,56M","-0,80%"
"24/03/2016","7.612","7.612","7.612","7.562","1,20M","-0,50%"
"28/03/2016","7.550","7.600","7.688","7.525","2,68M","-0,81%"
"29/03/2016","7.512","7.562","7.688","7.488","4,55M","-0,50%"
"30/03/2016","7.562","7.638","7.638","7.500","7,39M","0,67%"
"31/03/2016","7.600","7.600","7.650","7.538","8,09M","0,50%"
"01/04/2016","7.662","7.575","7.662","7.562","3,89M","0,82%"
"04/04/2016","7.725","7.675","7.738","7.662","3,58M","0,82%"
"05/04/2016","7.625","7.800","7.800","7.588","4,07M","-1,29%"
"06/04/2016","7.600","7.575","7.612","7.550","3,68M","-0,33%"
"07/04/2016","7.562","7.600","7.675","7.550","6,28M","-0,50%"
"08/04/2016","7.562","7.500","7.625","7.500","4,70M","0,00%"
"11/04/2016","7.475","7.538","7.588","7.450","5,11M","-1,15%"
"12/04/2016","7.500","7.475","7.500","7.450","2,96M","0,33%"
"13/04/2016","7.450","7.612","7.612","7.438","5,22M","-0,67%"
"14/04/2016","7.275","7.538","7.538","7.275","4,52M","-2,35%"
